,imdb_id,title,isAdult,year,minutes,genres,imdb_av_rating,imdb_num_votes,worldwide,domestic
1411,tt0365376,A Tale of Two Sisters,0,2003,114.0,"Drama,Horror,Mystery",7.2,52459.0,1045252,72541.0
1412,tt0365485,The Matador,0,2005,96.0,"Comedy,Crime,Thriller",6.7,43000.0,17306281,12594698.0
1413,tt0365737,Syriana,0,2005,128.0,"Drama,Thriller",6.9,122402.0,93974620,50824620.0
1414,tt0365748,Shaun of the Dead,0,2004,99.0,"Comedy,Horror",7.9,485565.0,30039392,13542874.0
1415,tt0365830,Tenacious D in the Pick of Destiny,0,2006,93.0,"Adventure,Comedy,Music",6.8,98454.0,13908762,8334575.0
1416,tt0365885,The Upside of Anger,0,2005,118.0,"Comedy,Drama",6.8,20691.0,28237190,18761993.0
1417,tt0365907,A Walk Among the Tombstones,0,2014,114.0,"Action,Crime,Drama",6.5,107768.0,53181600,26307600.0
1418,tt0365929,Whiteout,0,2009,101.0,"Action,Crime,Horror",5.5,36274.0,17840867,10275638.0
1419,tt0365957,You Got Served,0,2004,95.0,"Drama,Music",3.8,25383.0,48631561,40363810.0
1420,tt0366137,Lost Embrace,0,2004,99.0,Comedy,7.0,2793.0,2181441,190860.0
1421,tt0366174,Anacondas: The Hunt for the Blood Orchid,0,2004,97.0,"Action,Adventure,Horror",4.6,27253.0,70992898,32238923.0
1422,tt0366287,Caterina in the Big City,0,2003,107.0,"Comedy,Drama",6.8,2551.0,4285937,296464.0
1423,tt0366532,Seducing Doctor Lewis,0,2003,108.0,Comedy,7.4,4989.0,12097194,9354342.0
1424,tt0366548,Happy Feet,0,2006,108.0,"Adventure,Animation,Comedy",6.4,162088.0,384335608,198000317.0
1425,tt0366551,Harold & Kumar Go to White Castle,0,2004,88.0,"Adventure,Comedy",7.1,175573.0,23936908,18250550.0
1426,tt0366627,The Jacket,0,2005,103.0,"Drama,Fantasy,Mystery",7.1,105294.0,21126225,6303762.0
1427,tt0366701,Producing Adults,0,2004,102.0,"Comedy,Drama",6.2,1219.0,474752,935.0
1428,tt0366780,Mirrormask,0,2005,101.0,"Adventure,Fantasy",6.8,21941.0,866999,866999.0
1429,tt0366920,Pride and Prejudice,0,2003,104.0,"Comedy,Romance",5.1,2353.0,377271,377271.0
1430,tt0366943,Reconstruction,0,2003,92.0,"Drama,Romance",7.4,6902.0,471107,73516.0
1431,tt0367027,Shortbus,0,2006,101.0,"Comedy,Drama",6.4,30941.0,5516192,1985292.0
1432,tt0367082,Fateless,0,2005,140.0,"Drama,Romance,War",6.9,6331.0,2512009,196857.0
1433,tt0367085,Soul Plane,0,2004,86.0,Comedy,4.5,20818.0,14821824,14190750.0
1434,tt0367089,The Squid and the Whale,0,2005,81.0,"Comedy,Drama",7.3,72233.0,11098131,7372734.0
1435,tt0367097,Straight-Jacket,0,2004,96.0,"Comedy,Romance",6.5,762.0,45497,45497.0
1436,tt0367110,Swades,0,2004,210.0,Drama,8.2,77484.0,1953889,1223240.0
1437,tt0367188,Modigliani,0,2004,128.0,"Biography,Drama",7.4,10366.0,1466013,205165.0
1438,tt0367479,After the Sunset,0,2004,97.0,"Action,Comedy,Crime",6.3,43152.0,61347797,28331233.0
1439,tt0367594,Charlie and the Chocolate Factory,0,2005,115.0,"Adventure,Comedy,Family",6.6,402095.0,474968763,206459076.0
1440,tt0367652,Deuce Bigalow: European Gigolo,0,2005,83.0,Comedy,4.7,46840.0,45109561,22400154.0
1441,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,0,2008,122.0,"Action,Adventure",6.1,404718.0,786636033,317101119.0
1442,tt0367959,Hannibal Rising,0,2007,121.0,"Adventure,Crime,Drama",6.2,99735.0,82169884,27670986.0
1443,tt0367960,The Legend of Johnny Lingo,0,2003,91.0,"Action,Adventure,Family",6.3,701.0,1690767,1690767.0
